code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;30/07/2025;LE ROI DES CHANTIERS;African Women Entrepreneurship Program;8.000.000,00;Chèque;Validé;ORABANK LRC;;African Women Entrepreneurship Program;;5296137 Ret cheq N° 5296137 du 30/07/2025 MME TAMARAH MOUTOTEKEMA BOUSSAMBA
;30/07/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;56.672.758,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/07/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/07/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;50.000.000,00;Traite;Validé;AFG LRC;;BERNABE GABON SA;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/07/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;PAIEMENT AVAL/TRAITE   926927
;30/07/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE DE DEMARRAGE POUR CONSTRUCTION CENTRE MEDICAL MAKONGONIO // M FAYE MAMADOU /LEME CONSTRUCTIONS 
;30/07/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;47.600,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT DE 04 POIGNEES DE PORTIERES  // LV EQUIPEMENT / MME IRIS
;31/07/2025;LE ROI DES CHANTIERS;SOLUGEO;-4.272.000,00;Chèque;Validé;AFG LRC;;SOLUGEO;;VIREMENT  REJET REGLEMENTAIRE  CHEQUE ORABANK  N 0000478 DU  14/07/25
;31/07/2025;LE ROI DES CHANTIERS;SOLUGEO;-4.544.700,00;Chèque;Validé;AFG LRC;;SOLUGEO;;VIREMENT  REJET REGLEMENTAIRE  CHEQUE  N°0000477 14/07/2025
;31/07/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;3 EME AVANCE POUR LE CHANTIER MALINGA (TRESOR ET VILLA TRESOR ) // BAMBA RASSOUL SANITAIRES/ MBAYE EL HADJI 
;01/08/2025;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;AVANCE POUR REALISATION DES TOITURES DES BATIMENTS STRUCTURES METALLIQUES STATION GAB OIL ASSOK NGOMO- MAKOKOU-MINVOUL-MAKONGONIO-NKUM YENGUI // EFTC/ M TEMBEKA ROMEO CHARLI
;01/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;AVANCE POUR ACHAT DE 100 PNEUS CHEZ LV EQUIPEMENT // LV EQUIPEMENT / CAO ZHIHONG
;02/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;30.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT DE 02 CHARIOTS ELEVATEURS // LV EQUIPEMENT SERVICE
;04/08/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;23.250.000,00;Chèque;Validé;ORABANK LRC;;Construction Nouvelle Horizon;;5296181 Ret cheq No. 5296181 du 04/08/2025
;06/08/2025;LE ROI DES CHANTIERS;SCI NADIA;5.850.000,00;Chèque;Validé;ECOBANK;;SCI NADIA;;REF : T01RWJD252180001 // DEBIT DIRECT //  // RGL FACT LE ROI DES CHANTIERS FAV SCI NADIA
;06/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;35.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;REGLEMENT FACTURE(PNEUS, CHARIOT ELEVATEUR, BANDAGE, PLAFONIER, BATTERIE) // LV EQUIPEMENT SERVICE
;07/08/2025;LE ROI DES CHANTIERS;ACCEGS;7.192.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ACCEGS;;AVANCE POUR RETOUR CHEQUE IMPAYE / ACCGS SECURITE MOUILA / ACCORD PDG  // ACCEGS/ M MBADINGA OLIVIER
;07/08/2025;LE ROI DES CHANTIERS;COBEN GABON;30.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;COBEN GABON;;ACOMPTE SUR LA VOIRIE DE MEKAMBO / ACCORD PDG AGANO // M NGORA ERIC/  COBEN
;11/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;15.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;AVANCE POUR ACHAT PICK UP // LV EQUIPEMENT SERVICES/ XU ZHIHAO
;11/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;5.247.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT 21 PNEUS DE CAMIONS  // LV EQUIPEMENT SERVICES/ XU ZHIHAO
;13/08/2025;LE ROI DES CHANTIERS;CIMAF;64.800.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CIMAF;;ACHAT DE 800 TONNES DE CIMENT POUR LES CHANTIERS  // MME SERGINE
;14/08/2025;LE ROI DES CHANTIERS;GRATRALH;6.750.000,00;Chèque;Validé;ORABANK LRC;;GRATRALH;;5296188 Ret cheq N° 5296188 du 14/08/2025 KABORE MOUSTAPHA
;14/08/2025;LE ROI DES CHANTIERS;SARL PRIMEDIA GABON;6.000.000,00;Chèque;Validé;ORABANK LRC;;SARL PRIMEDIA GABON;;CHQ no. 5296141 Banque: BGFI Bank Gabon PRIMEDIA GABON
;18/08/2025;LE ROI DES CHANTIERS;Centr'affaires;976.990,00;Chèque;Validé;ORABANK LRC;;Centr'affaires;;CHQ no. 5296187 Banque: UGB CENTR'AFFAIRES DISTRIBUTION S,
;18/08/2025;LE ROI DES CHANTIERS;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;1.753.500,00;Chèque;Validé;ORABANK LRC;;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;;CHQ no. 5296184 Banque: UGB GIPA
;18/08/2025;LE ROI DES CHANTIERS;MBOLO SAMBA;1.295.000,00;Chèque;Validé;ORABANK LRC;;MBOLO SAMBA;;Chq ORABANK No. 5296186 Benef: MBOLO SAMBA ELECTROMENAGERS NUMERO3
;19/08/2025;LE ROI DES CHANTIERS;SCI Celine;2.625.000,00;Chèque;Validé;ORABANK LRC;;SCI Celine;;CHQ no. 5296185 Banque: BGFI Bank Gabon BGFIBANK
;20/08/2025;LE ROI DES CHANTIERS;ASSOCIATION DES SABLIERS DE MOUILA;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASSOCIATION DES SABLIERS DE MOUILA;;REGLEMENT PARTIEL DE FACTURE POUR LIVRAISON DE SABLE ROUGE // ASSOCIATION DES SABLIERS DE MOUILA/ M MOUELE NGOULOU JOEL
;21/08/2025;LE ROI DES CHANTIERS;SRBTP;30.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SRBTP;;DECAISSEMENT ACCORD PDG AGANO / REGLEMENT ACCORD / REGLEMENT SALAIRES  // OBAME NDONG FELIX/  SRBTP
;21/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;221.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT DE 06 SANGLES CHEZ LV EQUIPEMENT POUR LE CAMION HIAB DES ROUES  // LV EQUIPEMENT SERVICE/XU ZHIHAO
;22/08/2025;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;REGLEMENT PARTIEL DE FACTURE POUR POSE CHARPENTE METALLIQUE // M ROMEO TEMBEKA / EFTC
;23/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;352.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;VIDANGE COMPLETE DU LK 334 AA / ACHAT ET POSE PARBRISE SUR CAMION BENNE ACCIDENTE  // LV EQUIPEMENT SERVICE / XU XIZHAO
;27/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;98.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT CYLINDRE D'EXTINCTION +PISTOLET A GRAISSE POUR GRAISSAGE CAMION FLOTTE LRC // LV EQUIPEMENT / XU XHIAO
;28/08/2025;LE ROI DES CHANTIERS;GABOIL;58.000.000,00;Chèque;Validé;AFG LRC;;GABOIL;;DEBIT DIVERS  REGULARISATION  ECRITURE DU 27 08 2025. PAIEMENT  CHEQUE NR 0000344. ORDRE LE ROI  DES CHANTIERS FAVEUR GABOIL.
;28/08/2025;LE ROI DES CHANTIERS;GABOIL;58.000.000,00;Chèque;Validé;AFG LRC;;GABOIL;;DEBIT DIVERS  REGULARISATION  ECRITURE DU 27 08 2025. PAIEMENT  CHEQUE NR 0000345. ORDRE LE ROI  DES CHANTIERS FAVEUR GABOIL.
;28/08/2025;LE ROI DES CHANTIERS;GABOIL;58.000.000,00;Chèque;Validé;AFG LRC;;GABOIL;;DEBIT DIVERS  REGULARISATION  ECRITURE DU 27 08 2025. PAIEMENT  CHEQUE NR 0000343. ORDRE LE ROI  DES CHANTIERS FAVEUR GABOIL.
;28/08/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;257.500,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT DE 10 SANGLES POUR TRANSPORT DE CIMENT SUR MAKOKOU // LV EQUIPEMENT / XU XIXHAO
;29/08/2025;LE ROI DES CHANTIERS;JAD BETON;9.371.250,00;Virement;Validé;AFG LRC;;JAD BETON;;DEBIT DIVERS  PAIEMENT CHQ 0000395
;30/08/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE DE DEMARRAGE DES TRAVAUX D'UNE VOIE DE 5 KM A NKUM // LEME CONSTRUCTION / FAYE MAMADOU
;01/09/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;01/09/2025;LE ROI DES CHANTIERS;OGAR ASSURANCES;40.000.000,00;Virement;Validé;AFG LRC;;OGAR ASSURANCES;;VIREMENT  PAIEMENT CH N 0000217
;01/09/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;16.200,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT RELAIS ET FEUX ARRIERE JAUNE DU LKE 393 AA // LV EQUIPEMENT / XU XHIXAO
;02/09/2025;LE ROI DES CHANTIERS;ACCEGS;7.192.000,00;Chèque;Validé;AFG LRC;;ACCEGS;;REMISE DE CHEQUE INTRA  Num cheq:  0000342
;03/09/2025;LE ROI DES CHANTIERS;SELECT;1.535.200,00;Chèque;Validé;ORABANK LRC;;SELECT;;CHQ no. 5296142 Banque: UBA GABON
;03/09/2025;LE ROI DES CHANTIERS;CIMAF;80.999.980,00;Traite;Validé;AFG LRC;;CIMAF;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;03/09/2025;LE ROI DES CHANTIERS;SOGEM TP;15.389.080,00;Chèque;Validé;AFG LRC;;SOGEM TP;;CHEQUE RECUS  Num cheq: 0000210
;04/09/2025;LE ROI DES CHANTIERS;TOYOTA GABON;648.388,00;Chèque;Validé;AFG LRC;;TOYOTA GABON;;REMISE DE CHEQUE INTRA  Num cheq:  0000209
;04/09/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;9.522.380,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT PNEUS ET MATERIEL DE REPARATION DES CAMIONS  // LV EQUIPEMENT SERVICE/ MME SERGINE
;05/09/2025;LE ROI DES CHANTIERS;BROSSETTE NETTOYAGE;2.721.000,00;Chèque;Validé;AFG LRC;;BROSSETTE NETTOYAGE;;CHEQUE RECUS  Num cheq: 0000220
;05/09/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;149.574.518,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT  REGULARISATION IMPAYES LEASING
;05/09/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;78.540.000,00;Chèque;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NUMERO  Num cheq: 0000450
;05/09/2025;LE ROI DES CHANTIERS;LIBREMAT SARL;35.000.000,00;Chèque;Validé;AFG LRC;;LIBREMAT SARL;;CHEQUE NUMERO  Num cheq: 0000218
;05/09/2025;LE ROI DES CHANTIERS;ASSOCIATION DES SABLIERS DE MOUILA;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASSOCIATION DES SABLIERS DE MOUILA;;REGLEMENT ACOMPTE FACTURE DES SABLIERS DE MOUILA // ASSOCIATION LES SABLIERS DE MOUILA/ M MOUELE NGOULOU JUDICAEL
;06/09/2025;LE ROI DES CHANTIERS;OUSSEYNOU CONSTRUCTION;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;OUSSEYNOU CONSTRUCTION;;5 EME AVANCE POUR LA CONSTRUCTION DU CENTRE DE SANTE DE MANDJI // OUSSEYNOU MBENGUE CONSTRUCTION 
;06/09/2025;LE ROI DES CHANTIERS;KORUM;16.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KORUM;;DECAISSEMENT ACCORD PDG AGANO // KORUM/ 
;08/09/2025;LE ROI DES CHANTIERS;GABON PLASTIQUE ALUMINIUM;14.450.000,00;Chèque;Validé;AFG LRC;;GABON PLASTIQUE ALUMINIUM;;CHEQUE RECUS  Num cheq: 0000341
;08/09/2025;LE ROI DES CHANTIERS;CIMAF;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CIMAF;;ACHAT CIMENT CHEZ CIMAF // MME STELINA
;08/09/2025;LE ROI DES CHANTIERS;MATELEC;9.777.750,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;MATELEC;;ACHAT MATELEC // MME STELINA
;08/09/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE POUR CONSTRUCTION DE 03 LOGEMENTS A OYEM  // M FAYE MAMADOU/ LEME CONSTRUCTION 
;09/09/2025;LE ROI DES CHANTIERS;MARSHALL GABON;-36.000.000,00;Chèque;Validé;AFG LRC;;MARSHALL GABON;;VIREMENT  REGULARISATION CHEQUE IMPAYE NR 0000390. ORDRE LES ROIS  DES CHANTIERS FAVEUR MARSHALL  GABON DU 13 06 2025.
;09/09/2025;LE ROI DES CHANTIERS;SOTRALGA;518.145,00;Chèque;Validé;AFG LRC;;SOTRALGA;;REMISE DE CHEQUE INTRA  Num cheq:  0000207
;10/09/2025;LE ROI DES CHANTIERS;HARIOM TRAVELS;30.000.000,00;Chèque;Validé;AFG LRC;;HARIOM TRAVELS;;CHEQUE RECUS  Num cheq: 0000240
;11/09/2025;LE ROI DES CHANTIERS;SOCIETE NGOUA SERVICES;11.834.793,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOCIETE NGOUA SERVICES;;SOLDE FACTURE POUR ASSAINISSEMENT TROTTOIRS ET OUVRAGES DIVERS ET BETONNAGE DE LA VOIE DU SITE DE NKUM YENGUI  // SOCIETE NGOUA SERVICES/ M OWONO NDONG DESIREE
;11/09/2025;LE ROI DES CHANTIERS;ASSOCIATION DES SABLIERS DE MOUILA;10.615.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;ASSOCIATION DES SABLIERS DE MOUILA;;REGLEMENT SOLDE FACTURE DES SABLIERS DE MOUILA // ASSOCIATION LES SABLIERS DE MOUILA/ M MOUELE NGOULOU
;11/09/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;REGLEMENT ACOMPTE POUR LES TRAVAUX DE LA VOIRIE DE NDENDE  // LEME CONSTRUCTION / M OLLOMO ZOUKOUE YONNEL
;11/09/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACOMPTE POUR LES TRAVAUX DE CONSTRUCTION DE LA STATION DE MAKOKOU  // CONSTRUCTION NOUVELLE HORIZON / M NKOY TEDDY
;12/09/2025;LE ROI DES CHANTIERS;MAUVILAC INDUSTRIES AFRICA GABON;9.384.888,00;Chèque;Validé;AFG LRC;;MAUVILAC INDUSTRIES AFRICA GABON;;CHEQUE RECUS  Num cheq: 0000224
;12/09/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE POUR LES VOIRIES DE NDENDE  // LEME CONSTRUCTION / M OLLOMO ZOUKOUE
;13/09/2025;LE ROI DES CHANTIERS;OUSSEYNOU CONSTRUCTION;40.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;OUSSEYNOU CONSTRUCTION;;REGLEMENT ACOMPTE  POUR TRAVAUX DE CONSTRUCTION SUR MANDJI // OUSSEYNOU MBENGUE CONSTRUCTION 
;15/09/2025;LE ROI DES CHANTIERS;OUVRAGES STRUCTURES INGENIERIE;31.227.333,00;Chèque;Validé;AFG LRC;;OUVRAGES STRUCTURES INGENIERIE;;CHEQUE RECUS  Num cheq: 0000242
;15/09/2025;LE ROI DES CHANTIERS;PIRIG;1.400.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIRIG;;AVANCE POUR LES TRAVAUX DE CHAUDRONERIE ET SOUDURE  // M FONDJO ROGER / PIRIG 
;15/09/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;735.400,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT DE 20 SANGLES POUR TRANSPORT CIMENT ET MATERIAUX  // LV EQUIPEMENT XU XHIAO
;16/09/2025;LE ROI DES CHANTIERS;SSPG;4.570.425,00;Chèque;Validé;AFG LRC;;SSPG;;CHEQUE RECUS  Num cheq: 0000601
;16/09/2025;LE ROI DES CHANTIERS;Centr'affaires;25.000.151,00;Chèque;Validé;AFG LRC;;Centr'affaires;;CHEQUE RECUS  Num cheq: 0000608
;16/09/2025;LE ROI DES CHANTIERS;DAVUM GABON SA;2.819.882,00;Chèque;Validé;AFG LRC;;DAVUM GABON SA;;REMISE DE CHEQUE INTRA  Num cheq:  0000225
;16/09/2025;LE ROI DES CHANTIERS;DAVUM GABON SA;9.392.385,00;Chèque;Validé;AFG LRC;;DAVUM GABON SA;;REMISE DE CHEQUE INTRA  Num cheq:  0000227
;16/09/2025;LE ROI DES CHANTIERS;PL GABON ENGINEERING;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PL GABON ENGINEERING;;AVANCE SUR PRESTATION /FORAGE STATION GAB 'OIL  // PL GABON ENGINEERING
;16/09/2025;LE ROI DES CHANTIERS;KUA AUTO;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;REGLEMENT FACTURES KUA AUTO  // KUA AUTO/ M KOSTA ULRICH ALEXIS
;17/09/2025;LE ROI DES CHANTIERS;BOULENDE NIOLET NADEGE EPSE AYOUMA;4.810.000,00;Chèque;Validé;AFG LRC;;BOULENDE NIOLET NADEGE EPSE AYOUMA;;CHEQUE RECUS  Num cheq: 0000246
;17/09/2025;LE ROI DES CHANTIERS;LA ROCHE COFT;2.200.000,00;Chèque;Validé;AFG LRC;;LA ROCHE COFT;;CHEQUE RECUS  Num cheq: 0000248
;17/09/2025;LE ROI DES CHANTIERS;ANTCHOU MANAGEMENT GABON;1.882.053,00;Chèque;Validé;AFG LRC;;ANTCHOU MANAGEMENT GABON;;CHEQUE RECUS  Num cheq: 0000602
;17/09/2025;LE ROI DES CHANTIERS;LES MATERIAUX REUNIS SA;42.793.590,00;Chèque;Validé;AFG LRC;;LES MATERIAUX REUNIS SA;;CHEQUE RECUS  Num cheq: 0000219
;17/09/2025;LE ROI DES CHANTIERS;IPES;1.480.336,00;Chèque;Validé;AFG LRC;;IPES;;CHEQUE RECUS  Num cheq: 0000205
;17/09/2025;LE ROI DES CHANTIERS;NGOUESSI Davy Franck;7.700.000,00;Chèque;Validé;AFG LRC;;NGOUESSI Davy Franck;;CHEQUE RECUS  Num cheq: 0000245
;17/09/2025;LE ROI DES CHANTIERS;SCRS SARL;11.609.164,00;Chèque;Validé;AFG LRC;;SCRS SARL;;CHEQUE RECUS  Num cheq: 0000244
;17/09/2025;LE ROI DES CHANTIERS;LGS;3.568.000,00;Chèque;Validé;AFG LRC;;LGS;;CHEQUE RECUS  Num cheq: 0000603
;17/09/2025;LE ROI DES CHANTIERS;BATIPLUS;18.618.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT BATIPLUS POUR MATERIEL DE LA STATION AVORBAM ET MAKONGONIO // MME SERGINE
;18/09/2025;LE ROI DES CHANTIERS;ELITE PROTECTION SECURITE;4.395.000,00;Chèque;Validé;AFG LRC;;ELITE PROTECTION SECURITE;;CHEQUE RECUS  Num cheq: 0000606
;20/09/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;113.300,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;FRAIS DE MISSION CHAUFFEUR +AIDE POUR TRANSPORTCARREAUX ET MATERIEL DE CONSTRUCTION POUR LA STATION DE MAKONGONIO // TCHIBINDA YANNICK
;23/09/2025;LE ROI DES CHANTIERS;GABONAISE DE BOIS & NEGOCE;35.000.000,00;Chèque;Validé;AFG LRC;;GABONAISE DE BOIS & NEGOCE;;CHEQUE RECUS  Num cheq: 0000613
;24/09/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;140.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;ACHATS DE 20 FEUILLES DE FAITIERES POUR LE CHANTIER DE LA STATION DE MAKONGONIO // QUINCAILLERIE CAMARA ET FRERES 
;25/09/2025;LE ROI DES CHANTIERS;BLUEBERRY VOYAGE SERVICES;8.651.000,00;Chèque;Validé;AFG LRC;;BLUEBERRY VOYAGE SERVICES;;CHEQUE RECUS  Num cheq: 0000615
;26/09/2025;LE ROI DES CHANTIERS;GABON TELECOM;15.061.501,00;Virement;Validé;BGFI LRC;;GABON TELECOM;;VIR.EMIS  GABON TELECOM
;26/09/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;110.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Construction Nouvelle Horizon;;FRAIS DE MISSION FOFANA HAMED ET KIBA WA KIBA SISTER POUR TRANSPORT FERRAILLES ET AUTRES MATERIELS VERS LA STATION DE MAKONGONIO // MME MATEH JEANNE D'ARC
;29/09/2025;LE ROI DES CHANTIERS;BATIPLUS;75.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;DEBIT DIVERS  CHEQUE N°0000214
;29/09/2025;LE ROI DES CHANTIERS;BATIPLUS;75.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;DEBIT DIVERS  CHEQUE N°0000215
;30/09/2025;LE ROI DES CHANTIERS;PIRIG;3.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PIRIG;;AVANCE POUR FABRICATION ET POSE DE LA CHARPENTE METALLIQUE A MAKONGONIO // PIRIG/ M FONDJO ROGER
;01/10/2025;LE ROI DES CHANTIERS;LA CENTRALE DES MATERIAUX;49.118.067,00;Virement;Validé;BGFI LRC;;LA CENTRALE DES MATERIAUX;;REJET TARDIF 18/06/25 CHQ 0451
;02/10/2025;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;10.000.000,00;Chèque;Validé;BGFI LRC;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;RETRAIT GU44170993 TEMBEKA RO
;02/10/2025;LE ROI DES CHANTIERS;OUSSEYNOU CONSTRUCTION;30.000.000,00;Chèque;Validé;BGFI LRC;;OUSSEYNOU CONSTRUCTION;;RETRAIT GU44170995 MBENGUE OU
;02/10/2025;LE ROI DES CHANTIERS;OUVRAGES STRUCTURES INGENIERIE;222.119.163,00;Virement;Validé;BGFI LRC;;OUVRAGES STRUCTURES INGENIERIE;;VIR.MULT. 270279
;02/10/2025;LE ROI DES CHANTIERS;TOUT TRANSIT TRANSPORT (3T CAMEROUN SA);36.898.050,00;Virement;Validé;BGFI LRC;;TOUT TRANSIT TRANSPORT (3T CAMEROUN SA);;VIR.EMIS  3T CAMEROUN SA
;02/10/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;40.000.000,00;Virement;Validé;BGFI LRC;;Construction Nouvelle Horizon;;VIR.EMIS  CONSTRUCTION NOUVELL
;03/10/2025;LE ROI DES CHANTIERS;BATIPLUS;5.819.722,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT MATERIEL CHEZ BATIPLUS POUR LES CHANTIER OKONDJA/ NKUM ET MAKONGONIO  // MME IRIS 
;04/10/2025;LE ROI DES CHANTIERS;PL GABON ENGINEERING;7.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PL GABON ENGINEERING;;ACOMPTE POUR REALISATION DES TRAVAUX D'IMPLANTATION D'UN FORAGE  // M IGNANGA HUGUES RODRIGUES / PI GABON ENGEERING
;04/10/2025;LE ROI DES CHANTIERS;CIMAF;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;CIMAF;;DEPOT SUR COMPTE CIMAF POUR ACHAT DE CIMENT  // MME IRIS
;06/10/2025;LE ROI DES CHANTIERS;BATIPLUS;29.995.856,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHAT FER A BETON POUR LE CHANTIER DE L'UNIVERSITE DE MOUILA  // BATIPLUS
;06/10/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;1.900.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LV EQUIPEMENT SERVICE;;ACHAT FILTRES POUR LES CAMIONS DU CHANTIER DE MALINGA  // LV EQUIPEMENT SERVICE
;06/10/2025;LE ROI DES CHANTIERS;KUA AUTO;5.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;REGLEMENT ACOMPTE  FACTURE KUA AUTO  // KUA AUTO/ KOSTA ULRICH ALEXIS
